"ListItem-c11n-8-82-3__sc-10e22w8-0","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 href","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 2","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 3","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 4","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 2","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 3","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 4","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 5","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 6","StyledPropertyCardBadge-c11n-8-82-3__sc-6gojrl-0","property-card-link href","Image-c11n-8-82-3__sc-1rtmhsc-0 src","StyledButtonIcon-c11n-8-82-3__sc-wpcbcc-1"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2035 S Lanoitan Ave, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""849""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2035 S Lanoitan Ave"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.672493,""longitude"":-117.07586},""url"":""https://www.zillow.com/homedetails/2035-S-Lanoitan-Ave-National-City-CA-91950/140463661_zpid/""}","https://www.zillow.com/homedetails/2035-S-Lanoitan-Ave-National-City-CA-91950/140463661_zpid/","2035 S Lanoitan Ave, National City, CA 91950","COLDWELL BANKER WEST","$270,000","- Sold","2","bds","1","ba","849","sqft","Sold 05/29/2020","https://www.zillow.com/homedetails/2035-S-Lanoitan-Ave-National-City-CA-91950/140463661_zpid/","https://photos.zillowstatic.com/fp/e0279890a675d2d69fbe2994db3b85d3-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1908 Via Las Palmas Unit 32, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,081""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1908 Via Las Palmas UNIT 32"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.66672,""longitude"":-117.08193},""url"":""https://www.zillow.com/homedetails/1908-Via-Las-Palmas-UNIT-32-National-City-CA-91950/17100834_zpid/""}","https://www.zillow.com/homedetails/1908-Via-Las-Palmas-UNIT-32-National-City-CA-91950/17100834_zpid/","1908 Via Las Palmas UNIT 32, National City, CA 91950","","$250,000","- Sold","2","bds","2","ba","1,081","sqft","Sold 08/27/2020","https://www.zillow.com/homedetails/1908-Via-Las-Palmas-UNIT-32-National-City-CA-91950/17100834_zpid/","https://maps.googleapis.com/maps/api/streetview?size=575x242&location=32.66672134399414,-117.0819320678711&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=NAKu1X51ubzryRCAe1XaG-LFhNM=","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""835 C Ave, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""935""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""835 C Ave"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.67637,""longitude"":-117.10322},""url"":""https://www.zillow.com/homedetails/835-C-Ave-National-City-CA-91950/123188894_zpid/""}","https://www.zillow.com/homedetails/835-C-Ave-National-City-CA-91950/123188894_zpid/","835 C Ave, National City, CA 91950","","$237,000","- Sold","2","bds","2","ba","935","sqft","Sold 01/07/2022","https://www.zillow.com/homedetails/835-C-Ave-National-City-CA-91950/123188894_zpid/","https://maps.googleapis.com/maps/api/streetview?size=575x242&location=32.676368713378906,-117.10321807861328&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=5hDEogvF_joCH_8zya7O4wjwDHU=","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""801 National City Blvd Unit 909, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""700""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""801 National City Blvd UNIT 909"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.675484,""longitude"":-117.10641},""url"":""https://www.zillow.com/homedetails/801-National-City-Blvd-UNIT-909-National-City-CA-91950/140461882_zpid/""}","https://www.zillow.com/homedetails/801-National-City-Blvd-UNIT-909-National-City-CA-91950/140461882_zpid/","801 National City Blvd UNIT 909, National City, CA 91950","KELLER WILLIAMS SD METRO","$230,000","- Sold","2","bds","1","ba","700","sqft","Sold 09/09/2020","https://www.zillow.com/homedetails/801-National-City-Blvd-UNIT-909-National-City-CA-91950/140461882_zpid/","https://photos.zillowstatic.com/fp/c167afa64f21d85d89dce49789870cf5-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3131 Valley Rd Space 68, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,440""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3131 Valley Rd SPACE 68"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.665257,""longitude"":-117.066536},""url"":""https://www.zillow.com/homedetails/3131-Valley-Rd-SPACE-68-National-City-CA-91950/140628925_zpid/""}","https://www.zillow.com/homedetails/3131-Valley-Rd-SPACE-68-National-City-CA-91950/140628925_zpid/","3131 Valley Rd SPACE 68, National City, CA 91950","BERKSHIRE HATHAWAY HOMESERVICE","$220,000","- Sold","2","bds","2","ba","1,440","sqft","Sold 07/08/2022","https://www.zillow.com/homedetails/3131-Valley-Rd-SPACE-68-National-City-CA-91950/140628925_zpid/","https://photos.zillowstatic.com/fp/05f6699d7e4b98afb9ebc197300abc8e-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3131 Valley Rd Space 49, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,248""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3131 Valley Rd SPACE 49"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.665257,""longitude"":-117.066536},""url"":""https://www.zillow.com/homedetails/3131-Valley-Rd-SPACE-49-National-City-CA-91950/140628906_zpid/""}","https://www.zillow.com/homedetails/3131-Valley-Rd-SPACE-49-National-City-CA-91950/140628906_zpid/","3131 Valley Rd SPACE 49, National City, CA 91950","ADVANTAGE HOMES","$210,000","- Sold","2","bds","2","ba","1,248","sqft","Sold 09/08/2022","https://www.zillow.com/homedetails/3131-Valley-Rd-SPACE-49-National-City-CA-91950/140628906_zpid/","https://photos.zillowstatic.com/fp/2a1deeeef69dc62ac8b3b0994a32770a-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1802 Via Las Palmas Unit 35, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,070""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1802 Via Las Palmas UNIT 35"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.667377,""longitude"":-117.08304},""url"":""https://www.zillow.com/homedetails/1802-Via-Las-Palmas-UNIT-35-National-City-CA-91950/17100787_zpid/""}","https://www.zillow.com/homedetails/1802-Via-Las-Palmas-UNIT-35-National-City-CA-91950/17100787_zpid/","1802 Via Las Palmas UNIT 35, National City, CA 91950","","$160,000","- Sold","2","bds","2","ba","1,070","sqft","Sold 09/22/2020","https://www.zillow.com/homedetails/1802-Via-Las-Palmas-UNIT-35-National-City-CA-91950/17100787_zpid/","https://maps.googleapis.com/maps/api/streetview?size=575x242&location=32.66737747192383,-117.08303833007812&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=B-tSo46XBKmSLfEKTy1yre16TMQ=","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""807 Arcadia Pl, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""769""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""807 Arcadia Pl"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.6839,""longitude"":-117.07751},""url"":""https://www.zillow.com/homedetails/807-Arcadia-Pl-National-City-CA-91950/17097735_zpid/""}","https://www.zillow.com/homedetails/807-Arcadia-Pl-National-City-CA-91950/17097735_zpid/","807 Arcadia Pl, National City, CA 91950","","$154,820","- Sold","2","bds","1","ba","769","sqft","Sold 11/22/2021","https://www.zillow.com/homedetails/807-Arcadia-Pl-National-City-CA-91950/17097735_zpid/","https://maps.googleapis.com/maps/api/streetview?size=575x242&location=32.68389892578125,-117.07750701904297&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=bgs-ZKTb7D2XYQsTsFCfHHG1q5g=","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""912 Bucky Ln, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""924""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""912 Bucky Ln"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.68826,""longitude"":-117.10095},""url"":""https://www.zillow.com/homedetails/912-Bucky-Ln-National-City-CA-91950/17093267_zpid/""}","https://www.zillow.com/homedetails/912-Bucky-Ln-National-City-CA-91950/17093267_zpid/","912 Bucky Ln, National City, CA 91950","","$147,000","- Sold","2","bds","1","ba","924","sqft","Sold 01/03/2022","https://www.zillow.com/homedetails/912-Bucky-Ln-National-City-CA-91950/17093267_zpid/","https://maps.googleapis.com/maps/api/streetview?size=575x242&location=32.68825912475586,-117.1009521484375&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=T17EIW4t0PKhoW6dwXJGwErVegU=","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3131 Valley Rd Space 79, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,440""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3131 Valley Rd SPACE 79"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.665257,""longitude"":-117.066536},""url"":""https://www.zillow.com/homedetails/3131-Valley-Rd-SPACE-79-National-City-CA-91950/140628936_zpid/""}","https://www.zillow.com/homedetails/3131-Valley-Rd-SPACE-79-National-City-CA-91950/140628936_zpid/","3131 Valley Rd SPACE 79, National City, CA 91950","","$132,000","- Sold","2","bds","2","ba","1,440","sqft","Sold 12/29/2020","https://www.zillow.com/homedetails/3131-Valley-Rd-SPACE-79-National-City-CA-91950/140628936_zpid/","https://photos.zillowstatic.com/fp/379f28cdb44488c45b6ad4d3e6b06a2f-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""524 E 14th St, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""800""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""524 E 14th St"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.67205,""longitude"":-117.099304},""url"":""https://www.zillow.com/homedetails/524-E-14th-St-National-City-CA-91950/17099016_zpid/""}","https://www.zillow.com/homedetails/524-E-14th-St-National-City-CA-91950/17099016_zpid/","524 E 14th St, National City, CA 91950","","$100,000","- Sold","2","bds","1","ba","800","sqft","Sold 03/04/2020","https://www.zillow.com/homedetails/524-E-14th-St-National-City-CA-91950/17099016_zpid/","https://photos.zillowstatic.com/fp/fea722ba244b21fb9faadb297f31ff60-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3131 Valley Rd Space 7, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,210""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3131 Valley Rd SPACE 7"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.665257,""longitude"":-117.066536},""url"":""https://www.zillow.com/homedetails/3131-Valley-Rd-SPACE-7-National-City-CA-91950/140628864_zpid/""}","https://www.zillow.com/homedetails/3131-Valley-Rd-SPACE-7-National-City-CA-91950/140628864_zpid/","3131 Valley Rd SPACE 7, National City, CA 91950","KELLER WILLIAMS REALTY","$99,999","- Sold","2","bds","2","ba","1,210","sqft","Sold 07/02/2021","https://www.zillow.com/homedetails/3131-Valley-Rd-SPACE-7-National-City-CA-91950/140628864_zpid/","https://photos.zillowstatic.com/fp/64a017826588bc6cecf916fa81cf4ca6-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""999 E Division St Space B27, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""500""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""999 E Division St SPACE B27"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.68628,""longitude"":-117.09974},""url"":""https://www.zillow.com/homedetails/999-E-Division-St-SPACE-B27-National-City-CA-91950/140628642_zpid/""}","https://www.zillow.com/homedetails/999-E-Division-St-SPACE-B27-National-City-CA-91950/140628642_zpid/","999 E Division St SPACE B27, National City, CA 91950","","$75,000","- Sold","2","bds","2","ba","500","sqft","Sold 10/16/2020","https://www.zillow.com/homedetails/999-E-Division-St-SPACE-B27-National-City-CA-91950/140628642_zpid/","https://photos.zillowstatic.com/fp/af000f53d7920bdd005f8171e610b2d9-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""999 E Division St E Space B27, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""500""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""999 E Division St E SPACE B27"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org""},""url"":""https://www.zillow.com/homedetails/999-E-Division-St-E-SPACE-B27-National-City-CA-91950/2067532705_zpid/""}","https://www.zillow.com/homedetails/999-E-Division-St-E-SPACE-B27-National-City-CA-91950/2067532705_zpid/","999 E Division St E SPACE B27, National City, CA 91950","CENTURY 21 AWARD","$75,000","- Sold","2","bds","2","ba","500","sqft","Sold 10/16/2020","https://www.zillow.com/homedetails/999-E-Division-St-E-SPACE-B27-National-City-CA-91950/2067532705_zpid/","https://photos.zillowstatic.com/fp/5ec9825c1a1200cbc5b13a7d5a195eba-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""999 E Division St E, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""500""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""999 E Division St E"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org""},""url"":""https://www.zillow.com/homedetails/999-E-Division-St-E-National-City-CA-91950/2067246697_zpid/""}","https://www.zillow.com/homedetails/999-E-Division-St-E-National-City-CA-91950/2067246697_zpid/","999 E Division St E, National City, CA 91950","REMAX COUNTRY REALTY","$70,000","- Sold","2","bds","2","ba","500","sqft","Sold 12/28/2020","https://www.zillow.com/homedetails/999-E-Division-St-E-National-City-CA-91950/2067246697_zpid/","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=32.686279296875,-117.09973907470703&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=4dlRF9vaaggMo1_Z13AxwmfcxKk=","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""999 E Division St, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""500""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""999 E Division St"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.68628,""longitude"":-117.09974},""url"":""https://www.zillow.com/homedetails/999-E-Division-St-National-City-CA-91950/2077136475_zpid/""}","https://www.zillow.com/homedetails/999-E-Division-St-National-City-CA-91950/2077136475_zpid/","999 E Division St, National City, CA 91950","","$70,000","- Sold","2","bds","2","ba","500","sqft","Sold 12/28/2020","https://www.zillow.com/homedetails/999-E-Division-St-National-City-CA-91950/2077136475_zpid/","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=32.686279296875,-117.09973907470703&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=4dlRF9vaaggMo1_Z13AxwmfcxKk=","Save this home"
